step,reward_mean,kl_mean,policy_loss,value_loss,entropy,clipfrac
103,1.649196982383728,-0.035712916404008865,-0.0015757400542497635,1.2436277866363525,3.207095146179199,0.0
104,0.37859177589416504,-0.035211049020290375,-0.003494410775601864,1.1953984498977661,3.6232259273529053,0.0
105,0.4114733040332794,-0.05694006010890007,-0.004963990300893784,0.6781324148178101,3.7183494567871094,0.0
106,1.550074577331543,-0.08591976761817932,-0.0019922927021980286,1.0918850898742676,4.349164009094238,0.0
107,0.4804922938346863,-0.22109386324882507,-0.0070847440510988235,1.6285611391067505,5.486255645751953,0.0
108,1.3409240245819092,-0.0656927153468132,-0.0029512587934732437,1.1067429780960083,3.8767189979553223,0.0
109,2.9316282272338867,0.23429492115974426,-0.014085426926612854,6.553765296936035,3.912886381149292,0.0
110,1.4567286968231201,-0.13265305757522583,-0.005487870424985886,0.6358309388160706,5.149194717407227,0.0
111,1.6213746070861816,-0.05901992693543434,-0.0022703390568494797,1.2853816747665405,4.186911582946777,0.0
112,0.13139063119888306,-0.03335542231798172,-0.004209946841001511,0.8865371942520142,3.3264265060424805,0.0
113,2.0635578632354736,-0.007156831212341785,-0.0006102570332586765,3.4066526889801025,2.674896478652954,0.0
114,-0.037631139159202576,-0.12681305408477783,-0.001702960580587387,1.9839006662368774,5.134928226470947,0.0
115,1.2248857021331787,-0.12923535704612732,-0.006015272811055183,0.7097293734550476,4.866946220397949,0.0
116,1.0811710357666016,-0.026246707886457443,-0.004930522292852402,0.7105469703674316,3.3368844985961914,0.0
117,0.17863959074020386,-0.1961635798215866,-0.0008513219654560089,2.289138078689575,5.0808491706848145,0.0
118,0.7874825596809387,-0.15144795179367065,-0.0057519422844052315,2.275369644165039,4.728187084197998,0.0
119,1.3359627723693848,-0.08988068997859955,-0.0025037992745637894,1.6722066402435303,3.9330480098724365,0.0
120,1.3132939338684082,-0.048216305673122406,-0.0048490650951862335,0.8062652349472046,4.299646377563477,0.0
121,1.3725013732910156,-0.05114999786019325,-0.0034418851137161255,0.7359058856964111,3.6703834533691406,0.0
122,-0.5113399028778076,-0.014863655902445316,-0.0009588822722434998,4.39100456237793,3.7904586791992188,0.0
123,0.8982260227203369,-0.016198566183447838,-0.0028417371213436127,0.7247729301452637,3.868783473968506,0.0
124,1.4105021953582764,-0.055131569504737854,-0.0023192614316940308,1.1868102550506592,3.4699697494506836,0.0
125,1.1241388320922852,-0.12690791487693787,-0.007169127464294434,0.9211586117744446,4.711705207824707,0.0
126,0.6875362396240234,-0.07532116770744324,-0.004195891320705414,1.4420905113220215,3.3697495460510254,0.0
127,-0.006045088171958923,-0.14143405854701996,-0.003930926322937012,1.026097059249878,4.420895576477051,0.0
128,1.9847182035446167,-0.11469621956348419,-4.398822784423828e-05,4.018428325653076,4.522557735443115,0.0
129,0.9491435885429382,0.04896094277501106,-0.002989787608385086,0.9325151443481445,4.147093296051025,0.0
130,0.12376493215560913,-0.07345083355903625,-0.0018314197659492493,2.25311017036438,4.17752742767334,0.0
131,0.3326467275619507,-0.2324548363685608,-0.003466881811618805,0.7411806583404541,3.5867624282836914,0.0
132,0.4539952874183655,-0.004039614461362362,-0.004014365375041962,1.0612523555755615,2.5875425338745117,0.0
133,0.40982016921043396,-0.03668968006968498,-0.0041344016790390015,0.7640413641929626,4.2354254722595215,0.0
134,1.6649346351623535,-0.014600655995309353,-0.002138536423444748,1.6457278728485107,3.419060230255127,0.0
135,0.5808428525924683,-0.05667432025074959,-0.004071667790412903,0.6913487911224365,4.432548999786377,0.0
136,1.7600576877593994,-0.09329645335674286,-0.0014126524329185486,1.5064547061920166,3.631314754486084,0.0
137,0.13061317801475525,-0.02869248017668724,-0.0027623334899544716,1.0953450202941895,4.174403667449951,0.0
138,1.6559619903564453,-0.060934048146009445,-0.004290023818612099,1.0181365013122559,4.522006988525391,0.0
139,1.3180910348892212,0.02654372714459896,-0.0021604150533676147,0.8533379435539246,2.6760683059692383,0.0
140,0.9265589714050293,0.02086293324828148,-0.004052288830280304,0.5855672359466553,4.102998733520508,0.0
141,2.233860969543457,-0.08462432026863098,-0.003949032165110111,5.905912399291992,4.581677436828613,0.0
142,0.28092318773269653,-0.0964215025305748,-0.004272580146789551,0.6466048955917358,4.193056583404541,0.0
143,0.3448423743247986,-0.03044060245156288,-0.001696661114692688,2.7562942504882812,2.7549304962158203,0.0
144,0.6836773157119751,-0.010472879745066166,-0.004211537539958954,0.5080968737602234,3.954993486404419,0.0
145,0.7785986065864563,-0.015411154367029667,-0.00299178808927536,0.5966238975524902,2.249025821685791,0.0
146,1.4273467063903809,-0.2088918387889862,-0.00553695484995842,1.5977555513381958,4.6046929359436035,0.0
147,1.1140739917755127,0.0176137313246727,-0.005198318511247635,0.5342050790786743,2.160698652267456,0.0
148,0.7139441967010498,-0.09780940413475037,-0.0031053684651851654,0.8096696138381958,3.5396952629089355,0.0
149,1.4715046882629395,-0.13035283982753754,-0.002910483628511429,1.3104000091552734,4.735457420349121,0.0
150,1.3889573812484741,-0.13241177797317505,-0.003779149614274502,1.442008376121521,4.224329471588135,0.0
151,0.5241097807884216,-0.026527399197220802,-0.0029436005279421806,0.9140141010284424,4.267420768737793,0.0
152,1.7261528968811035,-0.026085831224918365,-0.0020715687423944473,1.3000576496124268,3.8311476707458496,0.0
153,1.2507052421569824,-0.10553373396396637,-0.0039064399898052216,1.013242483139038,4.399284362792969,0.0
154,0.7503393888473511,-0.03501554951071739,-0.004892069846391678,0.6360067129135132,3.8436827659606934,0.0
155,-0.26550227403640747,0.0034394077956676483,-0.0014739856123924255,3.2247252464294434,2.556215763092041,0.0
156,1.0594696998596191,-0.19840793311595917,-0.0036128386855125427,0.6337201595306396,4.512462615966797,0.0
157,0.8809604048728943,-0.14064191281795502,-0.0083326306194067,1.4660983085632324,4.606485366821289,0.0
158,2.1654818058013916,-0.09109201282262802,-0.002933543175458908,1.1612658500671387,3.870326519012451,0.0
159,-0.2610975503921509,-0.01483449712395668,-0.0012244507670402527,2.022533655166626,3.8281447887420654,0.0
160,1.3105909824371338,-0.05848594382405281,-0.006436191499233246,0.5047870874404907,4.516899108886719,0.0
161,0.8299209475517273,-0.10277388989925385,-0.004270937293767929,0.6944223642349243,4.535486221313477,0.0
162,0.677057147026062,-0.3701896667480469,-0.01658671349287033,0.834947943687439,5.638370513916016,0.0
163,1.5712913274765015,-0.060129813849925995,-0.0032632332295179367,1.3286336660385132,3.7602062225341797,0.0
164,0.9731721878051758,-0.039885081350803375,-0.002709660679101944,1.116344690322876,4.517614364624023,0.0
165,0.5358443260192871,-0.008108345791697502,-0.005477569997310638,0.3448359966278076,4.7406721115112305,0.0
166,1.3869833946228027,-0.12138331681489944,-0.00910446047782898,0.4423533082008362,4.127119064331055,0.0
167,0.4902460277080536,-0.04904744774103165,-0.0027747079730033875,0.8912138938903809,4.213521957397461,0.0
168,0.7897894382476807,-0.006393346935510635,-0.003974033985286951,2.545893669128418,4.621827125549316,0.0
169,1.3205963373184204,-0.20453791320323944,-0.001343616284430027,2.099612236022949,3.962059497833252,0.0
170,0.6792677640914917,0.0564408078789711,-0.0013103559613227844,1.155975580215454,2.8275198936462402,0.0
171,1.3534331321716309,-0.03098991885781288,-0.002803914248943329,0.9255918860435486,3.8699536323547363,0.0
172,0.9234981536865234,-0.03238235041499138,-0.002704872749745846,0.6670618653297424,2.629340648651123,0.0
173,-0.6732391119003296,-0.0001927018165588379,-0.002997908741235733,1.6412270069122314,5.67759895324707,0.0
174,0.49915796518325806,-0.06942260265350342,-0.003215402364730835,0.9237090349197388,3.838822841644287,0.0
175,1.2603036165237427,-0.1174795925617218,-0.005510309711098671,0.3651537001132965,2.2993955612182617,0.0
176,1.5125983953475952,-0.12481838464736938,-0.004099180921912193,0.8481764197349548,4.143903732299805,0.0
177,0.767910897731781,-0.15172724425792694,-0.006080619990825653,0.48628270626068115,4.834773540496826,0.0
178,0.7193009853363037,-0.3412279486656189,-0.01102016307413578,0.632739782333374,6.2899250984191895,0.0
179,1.1690787076950073,-0.09561163932085037,-0.00448322668671608,0.5282844305038452,4.804142951965332,0.0
180,0.18217742443084717,-0.1046789363026619,-0.004837504588067532,2.1363494396209717,4.597823619842529,0.0
181,2.044715166091919,-0.045205581933259964,-0.00958215445280075,3.461355447769165,4.684513092041016,0.0
182,1.3839972019195557,-0.037811629474163055,-0.0031951768323779106,0.9890924692153931,3.730395555496216,0.0
183,2.4526572227478027,-0.06673887372016907,-0.002193845808506012,2.519871234893799,3.759503126144409,0.0
184,0.6188634037971497,-0.14161354303359985,-0.00631587952375412,0.635296642780304,6.204936981201172,0.0
185,0.4151933193206787,0.46353742480278015,-0.007013048976659775,0.37415415048599243,6.097868919372559,0.0
186,-0.1525038778781891,0.3539826273918152,-0.01121462695300579,1.020944356918335,5.6626434326171875,0.0
187,1.7932252883911133,-0.09050363302230835,-0.0032960455864667892,1.2171696424484253,3.860175371170044,0.0
188,2.079590082168579,0.5841429233551025,0.000910663977265358,1.681222677230835,6.005850791931152,0.0
189,0.26580795645713806,-0.21725423634052277,-0.004563924856483936,2.2779970169067383,5.573246955871582,0.0
190,0.687283992767334,0.2035718560218811,-0.008136757649481297,0.6077411770820618,6.337850570678711,0.0
191,-0.27082008123397827,-0.10797052085399628,-0.0024498552083969116,2.6596386432647705,5.319464206695557,0.0
192,1.5806553363800049,-0.23789557814598083,-0.003612760454416275,0.6923309564590454,4.7230730056762695,0.0
193,1.0173343420028687,0.7215455174446106,-0.0023643355816602707,0.70563805103302,5.840917587280273,0.0
194,-0.5035372972488403,0.47315454483032227,-0.0008993521332740784,1.022526502609253,5.872931480407715,0.0
195,0.5044728517532349,-0.08637334406375885,-0.0016698166728019714,1.2827616930007935,4.308204174041748,0.0
196,1.3813202381134033,0.4282290041446686,-0.0019946247339248657,0.5519390106201172,6.203037261962891,0.0
197,0.4433627724647522,-0.1687595099210739,-0.004645414650440216,0.9168649911880493,4.4165754318237305,0.0
198,1.5291054248809814,0.07386326789855957,-0.004762154072523117,0.39058804512023926,2.6250624656677246,0.0
199,0.521574854850769,-0.18056216835975647,-0.003102334216237068,0.9311975240707397,5.956911087036133,0.0
200,0.42278987169265747,1.0127471685409546,-0.004073517397046089,0.4999963045120239,5.972235679626465,0.0
